name,short,region,location,org,is_disbanded,renamed_to
Unicorns of Love Sexy Edition,USE,EMEA,Germany,Unicorns of Love (Organization),0,
Unicorns of Love.CIS,UOL,CIS,Germany,Unicorns of Love (Organization),1,
UniQ Esports Club,UNIQ,EMEA,Sweden,,1,
Universae Instituto FP,UNIV,EMEA,Spain,,1,
Universidad Católica Esports,UC,Latin America,Chile,,1,Cruzados Esports
Universidad de Chile Esports,UCH,Latin America,Chile,,1,Azules Esports
Universitario Esports,UE,Latin America,Peru,,1,
University of British Columbia,UBC,North America,Canada,,0,
"University of California, Irvine",UCI,North America,,,0,
"University of California, Los Angeles",UCLA,North America,,,0,
"University of California, Riverside",UCR,North America,,,0,
"University of California, San Diego",UCSD,North America,,,0,
University of Colorado Boulder,CUB,North America,,,0,
University of Health Sciences and Pharmacy in St. Louis,UHSP,North America,,,0,
University of Illinois at Urbana-Champaign,UIUC,North America,,,0,
University of Louisiana at Lafayette,UL,North America,,,1,
"University of Maryland, College Park",UMD,North America,,,0,
University of Michigan,UM,North America,United States,,0,
"University of Minnesota, Twin Cities",UMN,North America,,,0,
University of Mississippi,MISS,North America,United States,,0,
University of North America,UoNA,North America,,,1,
University of Ottawa,UO,North America,,,0,
University of South Florida,USF,North America,,,0,
University of Southern California,USC,North America,,,0,
University of St. Thomas,UST,North America,,,1,
University of St. Trevor,UST,North America,,,1,
University of Texas at Austin,UT,North America,,,0,
University of Texas at Dallas,UTD,North America,,,0,
University of Toronto,UT,North America,,,0,
University of Toronto Scarborough,UTSC,North America,,,1,
University of Washington,UW,North America,,,0,
University of Waterloo,UW,North America,,,0,
University of Western Ontario,UWO,North America,,,1,
Unknowns Gamers,UKG,Latin America,,,1,
Unlimited Potential,UP,China,China,,1,
UnlockTan'i,UZT,EMEA,Spain,,1,
Unlockzar,UZ,EMEA,Spain,,1,
unRestricted eSports,UNR,North America,United States,,1,
Unsold Stuff Gaming,USG,Japan,Japan,,1,
UP2UMEDIA Cebulaki,UP2U,EMEA,Poland,,0,
Upper Echelon,UE,Europe,Slovenia,,1,
Uppercut esports,UP,Brazil,,,1,
UQ Union,UQU,Oceania,,,1,
UTM Esports,UTM,Vietnam,Vietnam,,1,
UTS Esports,UTS,Oceania,Australia,,1,
Uwinks,UWS,Asia Pacific,Japan,,0,
V Gaming,VGE,Vietnam,Vietnam,,1,
V Gaming Adonis,VGA,Vietnam,,,1,
V3 Esports,V3,Asia Pacific,Japan,V3 Esports (Organization),0,
V3 Esports Academy,V3.A,Asia Pacific,Japan,,1,
V3 Esports Youth,V3.Y,Japan,Japan,V3 Esports (Organization),1,
V3 New Generation,V3NG,Japan,Japan,V3 Esports (Organization),1,
V5 87,87,China,,Victory Five (Organization),1,Young Ninjas
v8 eSports,V8,North America,North America,,1,
Vaevictis eSports,VS,CIS,Russia,Vaevictis eSports (Organization),1,
Vaevictis Syndicate,VVS,CIS,Russia,Vaevictis eSports (Organization),1,
Val 2.0 Valkyrie,VLV,Africa,South Africa,,1,
Valencia CF eSports,VCF,Europe,Spain,,1,
Valerion,VLR,EMEA,Greece,,0,
Valhalla Esports,VAL,Brazil,Brazil,,1,RELOAD Ragnarok
Valhalla Vikings,VV,Europe,Sweden,,1,
Valiance,VPG,EMEA,Croatia,,1,
Valkiria Esports,VLK,Europe,Poland,,1,
Valkiria's Vikings,VKS,EMEA,Spain,,0,
Valorous,VAL,Latin America,Chile,,1,
Valyrian Dragons,VD,Europe,Greece,,1,
Vancouver Impact,VI,North America,Canada,,0,
Vandals Esports,VAN,Latin America,Dominican Republic,,1,
Vanir,VNR,EMEA,Norway,,1,
Vantex Esports,VE,EMEA,Greece,,1,
Vanung Lion (萬能雄獅),VL,Asia Pacific,Taiwan,,1,
Varona Esports,VAE,EMEA,Portugal,,1,
VARREL YOUTH,VLY,Asia Pacific,Japan,,0,
Vasco E-Sports,VAS,Brazil,Brazil,,0,
VAULT,VLT,Latin America,Colombia,,1,
VC Gaming,VC,China,China,,1,
Vector Gaming,VG,Europe,United Kingdom,,1,
Vega Squadron,VEG,CIS,Russia,,1,
Vegas Inferno,INF,North America,United States,,1,
VelbeliKaizokudan,VK,Asia Pacific,,,0,
Velocity eSports,VES,North America,North America,,1,
Veni eSports,VENI,EMEA,Austria,,1,
Veni Vidi Vici,VVV,EMEA,Spain,,0,
Venomcrest Esports,VNC,EMEA,United Kingdom,,1,
Venomcrest Serpents,VNCS,EMEA,United Kingdom,,1,
Ventus Esports,VT,Europe,Denmark,,1,
Venus,VENS,EMEA,,,1,
Venus Gaming,VG,Asia Pacific,Vietnam,,1,
Verdant,VER,EMEA,United Kingdom,,0,
Verity Esports,VE,North America,United States,,1,
Vertex Esports Club,VTX,Asia Pacific,Australia,,1,
Vestigial,VTL,SEA,Singapore,,1,
Vexo eSports,VEXO,North America,Canada,,1,
VfB eSports,VFB,EMEA,Germany,,0,
Vici Esports,VE,China,China,Vici Gaming (Organization),1,
Vici Gaming,VG,China,China,Vici Gaming (Organization),1,Rare Atom
Vici Gaming 2,VG 2,China,,Vici Gaming (Organization),1,
Vici Gaming Academy,VGA,China,,Vici Gaming (Organization),1,
Vici Gaming Potential,VGP,China,,Vici Gaming (Organization),1,Rare Atom Period
Vici Potential Gaming,VGP,China,China,Vici Gaming (Organization),1,Unlimited Potential
Vici Star Gaming,VG.S,China,China,Vici Gaming (Organization),1,Vici Gaming
Victorious Ace,VA,Turkey,Turkey,,1,
Victorious Demons,VDS,EMEA,Morocco,,0,
Victorious Gaming,VTG,China,China,,1,
Victory Five,V5,China,Macao,Victory Five (Organization),1,Ninjas in Pyjamas.CN
Victory Song Gaming,VSG,China,China,Triumphant Song Gaming (Organization),1,
Vietnam Esports TV,VETV,Vietnam,Vietnam,,1,
VietSun Esports,VSE,Vietnam,Vietnam,,1,
Viking Esports,VIK,Europe,Norway,,1,
Vikingekrig Academy,VIK.A,Europe,Czech Republic,Vikingekrig Esports (Organization),1,
Vikingekrig Esports,VIK,Europe,Czech Republic,Vikingekrig Esports (Organization),1,
Vikings Gaming,HNV,Vietnam,,Vikings Gaming (Organization),1,
Viktus,VKT,Brazil,Bolivia,,0,
Villarreal QLASH,VIL,EMEA,Spain,,1,
Vince Te Ipsum Ignis,vTi Ignis,Brazil,Brazil,Vince Te Ipsum,1,
Vince Te Ipsum Nox,vTi Nox,Brazil,Brazil,Vince Te Ipsum,1,
VININE,V9,EMEA,Germany,,1,
Viper Night Raider,VNR,Asia Pacific,Hong Kong,,1,
Viperio,VIP,EMEA,United Kingdom,,1,
Vipers,VIPS,Latin America,Costa Rica,,1,
Vipers Inc,VIP,Europe,Denmark,,1,
Vireo.Pro,VIR,North America,,,1,
Virginia Polytechnic Institute and State University,VT,North America,,,0,
Virtual Esports,VTL,North America,Canada,,1,
Virtual Reality Game,VRG,China,,,1,
Virtuoso Gaming,VSG,Korea,South Korea,,1,
Virtus Legion,VL,LAS,Argentina,,1,
Virtus.pro,VP,CIS,Russia,,1,
VIRUS,VS,Europe,Germany,,1,
VIS eSports,VIS,Europe,Italy,,1,
Visual Perception,VP,EMEA,,,1,
VITA,VITA,EMEA,Iceland,,1,
Vitality Rising Bees,VRB,EMEA,France,,0,
Vitality.Bee,VITB,EMEA,France,Team Vitality (Organization),0,
ViV Esport,ViV,EMEA,France,,1,
Vivo Keyd,VK,Brazil,Brazil,Vivo Keyd (Organization),1,Vivo Keyd Stars
Vivo Keyd Stars,VKS,Brazil,Brazil,,0,
Vivo Keyd Stars Academy,VKS.A,Brazil,Brazil,,0,
Vivo Keyd Stars Ignis,VKS.I,Americas,Brazil,,1,
Vodafone Giants Academy,VGIA.A,Europe,Spain,,1,
Vodafone Giants White,VGIA.W,Europe,Spain,,1,
Void Esports Fear,VDE.F,Europe,United Kingdom,,1,
Void Gaming,VG,Europe,Greece,,1,Void Gaming Phenomenon
Void Gaming Phenomenon,VGP,Europe,Greece,,1,
Void Purple,Void P,Europe,United Kingdom,,1,
Volda E-Sport,VES,EMEA,Norway,,0,
Volticons,VTC,Brazil,Uruguay,,0,
Vorax Liberty,VRX,Brazil,Brazil,,1,Liberty
Vorax Liberty Academy,VRX.A,Brazil,Brazil,,1,Liberty Academy
Vortex,VTX,North America,North America,,1,
Vortex Five,V5,Europe,Poland,,1,
Vortex Gaming,VTX,Latin America,,,1,
Vortex Team,VT,China,,,1,
VP Game,VP,China,China,,1,LGD Gaming Young Team
VSG,VSG,Korea,South Korea,,1,
VSlash GnG,VSG,MENA,,,1,
vVv Gaming,VVV,North America,North America,VVv Gaming (Organization),1,
vVv Gaming Red,VR,North America,North America,VVv Gaming (Organization),1,
vVv Gaming White,VW,North America,North America,VVv Gaming (Organization),1,
Vyral,VYR,North America,,,1,
w7m esports,w7m,Americas,Brazil,,1,Fluxo W7M
Waia Snikt,WS,Americas,Ecuador,,1,
Wan Yoo,WY,China,China,,1,
WANG DYNASTY,WNG,North America,,,1,
WANG TOWN,WANG,North America,,,1,
Wang's Revenge,WANG,North America,,,1,
wangting,WTG,Asia Pacific,Taiwan,,0,
WannaBeWithYou,WBY,LMS,Taiwan,,1,
WanZhen Esports Club,WZ,China,China,,1,
WAP Esports,WAP,Brazil,Argentina,,1,
War Legion Esports,WLE,Latin America,Puerto Rico,,1,
Wardens,WAR,Americas,,,1,
Wargods,WG,SEA,Philippines,,1,Wargods LLP
Wargods La Liga Pilipinas,WG.LLP,SEA,Philippines,,1,
WarKidZ E-Sports,WKZ,Europe,Austria,,1,
Warthox,WTX,Europe,France,,1,
WAVE Esports,WAVE,Europe,Austria,,1,
WaY,WaY,Korea,South Korea,,1,
Wayi Spider,WS,LMS,Taiwan,Wayi Spider (Organization),1,
Wayi Spider China,WS,China,China,Wayi Spider (Organization),1,
Wazabi Gaming,WZG,North America,North America,,1,
We Can Win,WIN,Asia Pacific,,,1,
We Plash! Academy,WPA,Americas,Brazil,,1,
We Talent,WT,Latin America,,,1,
Weber State University,WSU,North America,,,0,
Webidoo Gaming,WBD,EMEA,,,1,
Weibo Gaming,WBG,China,China,,0,
Weibo Gaming Youth Team,WBG.Y,China,China,,0,
WeSports,WES,EMEA,Germany,,0,
West Point Esports,WP,Asia Pacific,Philippines,,0,
West Point Esports Academy,WPA,Asia Pacific,Philippines,,0,
West Point Esports Cadets,WPC,Asia Pacific,Philippines,,0,
Western Wolves,wW,Europe,Netherlands,,1,
WhereAreyouFrom,WAF,Korea,South Korea,,1,
White Bears eSports,WB,Latin America,Chile,,1,
White Dragons,WD,EMEA,Portugal,,0,
Wichita Wolves,WW,North America,United States,,1,
Wicked Gaming,WG,Europe,Denmark,,1,
WiLD Academy,WiLD.A,Europe,,WiLD (Organization),1,
Wild Fire e-Sports Club,WF,Turkey,Turkey,,1,
Wild Jaguars,WJ,Latin America,Panama,,1,
WiLD MultiGaming,WiLD,Europe,Hungary,WiLD (Organization),1,
Wild Panthers Esports,WPE,EMEA,Greece,,1,
Wild West Bandits,WWB,North America,,,1,
Wildcard Aces,WCA,North America,United States,,1,
Wildcard Gaming,WC,North America,United States,,1,
Wildcard Gaming Black,WCB,North America,United States,,1,
Wildcard Gaming Developmental,WCD,North America,United States,,1,
Wildcard Gaming Red,WCR,North America,United States,,1,
WIN Esports,WIN,SEA,Malaysia,,1,
Wina Krzycha,WK,EMEA,Poland,,1,
Wind and Rain,WAR,Europe,Europe,Wind and Rain (Organization),1,
Wind and Rain Balkan,WAR.B,Europe,Serbia,Wind and Rain (Organization),1,
Wind and Rain Germany,WAR.G,Europe,Germany,Wind and Rain (Organization),1,
Wind and Rain NA,WAR.NA,North America,North America,Wind and Rain (Organization),1,
Wind and Rain Nordic,WAR.N,Europe,Sweden,Wind and Rain (Organization),1,
Windstorm Gaming,WS,North America,Canada,,1,
Wings of Aurora,WOA,China,China,Wings of Aurora (Organization),1,
WingsOflibeRty,WOR,LMS,Taiwan,,1,
Winners,WNS,Korea,South Korea,,1,
Winston King of Amateur,KOA,North America,,,1,
Winterfox,WFX,North America,United States,,1,
Winthrop University,WU,North America,,,0,
Wisła Płock eSports,WP,Europe,Poland,,1,
Witchcraft,WT,EMEA,,,1,
WitchHUB,WH,EMEA,Poland,,1,
Wizard esports,WIZ,Europe,Norway,,1,
Wizards,WIZ,EMEA,Spain,,1,
WLG Female Stars,WLG,EMEA,Greece,,0,
WLGaming Esports,WLG,EMEA,Greece,,0,
WNKR,WNKR,Europe,Italy,,1,
Wolf Club Esports,WCE,Latin America,Chile,,1,
Wonder Stag e-Sports,WSE,Europe,Hungary,,1,
World Class Empyreans,WCE,North America,United States,,1,
Wortex Gaming,WTX,Europe,Estonia,,1,
WP Gaming,WP,Brazil,,,1,
WR Builds Flame Horizon,WRF,North America,,,1,
wSystem e-Sports Club,wSys,Europe,Spain,,1,
WuDu,WD,China,China,Snake Esports (Organization),1,Snake WuDu
Wulf Pack Esports,WP,North America,United States,,1,
WYDream,WYD,China,China,,1,
Wygers Argentina,WYG,Latin America,Argentina,,1,
Wygers Colombia,WYG,Latin America,Colombia,,1,
x25 Esports,X25,Europe,Serbia,,1,
x6tence,x6,Europe,Spain,X6tence (Organization),1,
x6tence Academy,x6.A,Europe,Spain,X6tence (Organization),1,
x6tence México,x6.M,Latin America,Spain,X6tence (Organization),1,
X7 Ascent,X7.A,Europe,United Kingdom,,1,
X7 Esports,X7,Europe,Isle of Man,,1,
XAL Esports,XAL,Europe,United Kingdom,,1,
Xan,XAN,SEA,,,1,
Xavier Esports,XAV,SEA,Thailand,,1,
XD,XD,Korea,South Korea,,1,
XD Prinfor,XD,Europe,Portugal,XD Prinfor (Organization),1,Prinfor Esports Club
XD Prinfor B,XD.B,Europe,Portugal,XD Prinfor (Organization),1,
XDG Gaming,XDG,North America,United States,,1,
Xenics,XEN,Korea,South Korea,,1,
Xenics Blast,XB,Korea,South Korea,,1,
Xenics Storm,XS,Korea,South Korea,,1,
Xgame,XG,SEA,,,1,
XGamers,XG,LMS,Taiwan,,1,
Xi Lai Gaming,XLG,China,China,,0,
Xibalbá Esports,XBA,Americas,Mexico,,1,
XO Esports,XO,EMEA,Saudi Arabia,,0,
Xoldiers,XOL,EMEA,Spain,,1,
Xora Esports,XE,North America,,,1,
XT Esports,XT,North America,United States,XT Esports (Organization),1,
XTEN Esports,XTN,Latin America,,XTEN Esports (Organization),1,
XTEN Mexico,XTN.M,Latin America,Mexico,XTEN Esports (Organization),1,
XTGN,XTGN,North America,North America,XT Esports (Organization),1,LB Gurb Nation
XtremeDominators,XD,EMEA,Slovenia,,1,
Xu Ji Basalt,XJB,Asia Pacific,Taiwan,,1,
XV eSports,XV,Americas,Brazil,,1,
XY Esports,XY,Europe,Iceland,,1,
XYZ,XYZ,Korea,South Korea,,1,
y so E-Sports,YSO,North America,Canada,,1,
Y.O.L.O.,Y.O.L.O.,North America,North America,,1,
Yalla Esport,YL,EMEA,Poland,,1,
Yang Dae Pal,YDP,Asia Pacific,Indonesia,,0,
Yang Yang Gaming,YYG,Asia Pacific,Japan,,0,
YDN Elysium,YDN.E,Europe,Italy,YDN Esports (Organization),1,
YDN Esports,YDN,Europe,Italy,YDN Esports (Organization),1,
YDN Legion,YDN.L,Europe,Italy,YDN Esports (Organization),1,
YeaH! Gaming,YeaH,Brazil,Brazil,,1,
Yellow Stripes,V,EMEA,France,,1,
York University,YU,North America,,,0,
YouCantStopMe,YCSM,LMS,Hong Kong,,1,
Young Boss,YB,Korea,South Korea,,1,
Young Buffalo,YB,Vietnam,Vietnam,,1,
Young Buffalos,YB,North America,,,1,
Young Generation,YGE,Vietnam,Vietnam,,1,Phong Vũ Buffalo
Young Glory,YG,China,China,,1,
Young Miracles,YM,China,China,,1,
Young Ninjas,YN,China,Sweden,,1,Ji Jie Hao
Your Exit,YE,CIS,Europe,,1,
Your Soul Shall Chuffer,YSSC,Oceania,Australia,,1,
Youth Warriors (青年勇士),YW,Asia Pacific,Taiwan,,1,
YouthCrew Esports,YC,Turkey,Turkey,,1,
Yumeea,YUA,EMEA,France,,0,
Yumisu Invicta,YMS,Europe,Poland,,1,
Yutoru,YTR,EMEA,Italy,,1,
ZAGA Talent Gaming,ZTG,LAN,El Salvador,,1,
Žalgiris Esports,ZAL,Europe,Lithuania,,1,
ZeBopSquad,ZEBO,North America,United States,,1,
Zeeman,ZEE,Europe,,,1,
Zen Aïe Tea Refugees,ZAT,Europe,,,1,Adverse
Zen Esports,ZEN,North America,,,1,
ZEN Esports,ZEN,Brazil,Argentina,,0,
ZEN Esports,ZEN,Asia Pacific,Vietnam,,1,
Zena Esports,ZENA,EMEA,Italy,,0,
Zena Esports,ZNE,EMEA,Italy,,1,
Zenigma,ZEN,North America,,,1,
Zenigma Eclipse,ZEN.E,North America,,,1,
Zenigma Lunar,ZEN.L,North America,,,1,
Zenigma Solar,ZEN.S,North America,,,1,
Zenith Esports,ZEN,North America,North America,,1,
ZennIT,ZNT,EMEA,,,0,
Zenshi Gaming,ZNG,North America,,,0,
ZentaX Esports,ZTX,Europe,,,1,
Zephyr E-Sport White,ZPR.W,Europe,France,Zephyr Esports (Organization),1,
Zephyr Esport,ZPR,EMEA,France,Zephyr Esports (Organization),0,
Zephyr Esport Academy,ZPR.A,Europe,France,Zephyr Esports (Organization),1,
Zephyr Esport Red,ZPR.R,Europe,France,Zephyr Esports (Organization),1,
Zerance,ZER,EMEA,France,,1,
Zerance Bloom,ZERB,EMEA,France,,1,
Zero Six PowerSpike,6,Europe,,,1,
Zero Tenacity,Z10,EMEA,Serbia,,1,
Zero Tenacity Spears,Z10S,EMEA,Serbia,,1,
Zerolag Esports,HELL,EMEA,Greece,,0,
Zerolag Esports Academy,ZRL.A,Europe,Greece,,1,
ZeroSeven Gera,7,Europe,Germany,,1,
ZeroZone Gaming,ZZG,EMEA,Portugal,,0,
ZETA,ZTA,EMEA,Spain,,1,
Zeta Team,Z,Europe,Italy,,1,
Zeu5 Bogota,Z5,Latin America,Colombia,,1,Zeu5 Esports
Zeu5 Esports,Z5,North America,Colombia,,0,
Zeu5 Gaming,Z5,LAN,Colombia,,1,
Zeus Kralik,Z5K,Latin America,Colombia,,1,
Zodiac Esports,ZDC,North America,,,1,
Zoltak Legion,ZK,LAS,Chile,,1,
ZONE eSports,ZONE,Turkey,Turkey,,1,
Zooby's Kittens,ZBY,North America,,,1,
Zoos Gaming,ZOO,North America,,,1,
ZOTAC United,ZOT,SEA,Vietnam,,1,
ZTR Gaming,ZTR,China,China,,1,
Zwan Gaming,ZWN,Latin America,Costa Rica,Zwan Gaming (Organization),1,
Zwan Gaming Colombia,ZWN.C,Latin America,Costa Rica,Zwan Gaming (Organization),1,
Zwan Gaming Mexico,ZWN.M,Latin America,Costa Rica,Zwan Gaming (Organization),1,
ZYB Esport,ZYB,EMEA,France,,0,
Zylant Esports,ZLT,Latin America,Mexico,,1,
